start,end
450292,450348
325588,325630
158304,158318
120651,120665
60997,61020
162451,162467
340115,340131
412993,413036
33281,33325
455821,455835
133040,133060
202311,202322
97528,97555
381884,381895
163545,163572
338880,338903
358330,358355
131793,131817
447612,447622
464034,464064
450095,450104
464151,464160
155844,155853
410921,410931
393411,393439
81485,81495
272530,272574
402413,402425
459132,459141
459945,459965
314787,314810
206458,206480
23963,23983
203451,203466
360327,360335
285792,285843
408967,408978
407378,407406
225588,225598
4989,5010
171017,171028
114102,114125
237798,237805
118583,118604
262396,262407
166616,166623
100696,100717
349265,349279
323188,323197
61216,61223
474601,474632
206952,206984
363811,363865
160424,160451
395110,395116
175921,175956
280741,280756
400199,400225
434093,434122
99493,99515
414196,414205
437675,437687
199863,199898
15776,15811
52503,52520
414678,414691
409203,409232
74817,74830
343746,343758
231770,231791
338144,338164
370012,370043
247785,247804
407164,407172
93567,93588
125284,125295
273687,273697
133195,133216
241969,241980
106395,106404
77275,77288
419323,419343
473978,473995
472020,472031
353823,353866
145748,145773
43086,43098
255611,255623
241164,241176
132008,132027
488718,488747
193870,193879
128625,128634
4099,4124
110596,110619
180938,180955
254665,254693
329112,329121
204363,204371
186321,186333
429620,429636
180053,180064
118280,118284
348760,348782
348924,348939
233357,233381
239362,239365
76715,76732
227427,227443
461461,461473
343937,343969
66041,66050
206452,206457
332311,332344
429115,429147
460711,460736
324155,324175
485175,485186
297146,297160
358068,358133
427344,427360
130967,130987
44654,44672
164459,164487
449564,449584
420648,420658
244591,244602
329313,329326
331053,331058
282860,282888
327016,327026
292586,292605
130348,130364
394350,394374
93475,93484
269229,269262
457010,457017
472664,472683
188515,188528
259333,259353
346045,346064
443771,443787
297760,297768
73749,73765
132405,132426
133261,133277
80996,81004
125930,125938
265237,265249
33108,33155
222820,222835
67922,67943
237978,238001
342344,342395
342657,342689
278585,278600
169645,169656
171333,171351
192979,192996
388096,388121
267498,267532
33326,33350
423769,423789
109357,109373
415012,415021
55020,55029
401887,401914
88571,88586
74931,74958
335961,336011
130248,130273
194018,194027
113016,113039
355137,355167
348632,348663
23036,23056
27912,27942
375104,375115
153393,153415
431849,431862
340975,340989
80022,80038
304175,304216
56722,56740
457516,457520
432474,432494
491616,491632
243397,243406
408421,408437
127479,127499
303508,303521
133455,133472
116082,116093
370287,370313
154033,154061
492396,492403
332257,332278
358187,358198
330920,330958
111991,112033
44470,44480
469853,469863
57837,57845
249914,249920
172182,172206
7175,7185
128152,128168
76243,76252
130764,130781
170885,170915
230206,230211
223966,223990
295453,295485
301655,301676
117028,117044
86795,86815
17571,17598
479344,479361
236029,236050
381007,381024
418343,418355
443380,443391
376158,376216
7514,7519
51592,51615
56155,56170
110444,110466
206277,206286
100366,100377
48592,48608
158669,158688
254795,254805
310683,310705
349496,349503
89642,89655
375022,375033
133278,133311
477671,477685
300225,300246
178829,178839
346655,346678
431277,431305
199067,199075
287631,287672
147916,147936
236051,236063
152949,152973
126114,126141
478049,478063
370044,370057
71235,71264
210927,210944
19229,19243
103768,103798
173177,173197
181730,181747
484138,484180
331088,331098
50658,50669
8808,8836
177306,177323
381083,381092
253287,253295
385783,385793
220667,220676
395257,395277
394537,394555
489878,489889
175798,175821
439307,439325
292432,292442
297725,297748
259048,259064
8130,8146
255451,255482
371544,371555
439930,439966
206511,206518
7661,7686
263332,263351
424212,424223
384755,384776
261225,261252
135769,135782
279682,279713
435253,435263
298336,298355
201288,201298
430044,430067
390798,390807
12297,12308
320359,320370
291245,291256
3079,3096
62,78
433509,433531
229947,229958
304717,304725
325651,325660
261101,261131
315821,315850
350907,350922
416916,416930
332813,332833
439889,439899
46332,46348
248001,248011
313665,313691
213486,213502
243003,243023
489354,489365
483439,483460
101548,101564
210009,210025
169891,169926
439557,439567
94853,94871
477749,477766
438946,438955
446386,446397
416075,416095
354455,354466
373071,373082
379259,379274
729,740
150571,150592
327701,327721
68739,68779
350380,350408
156055,156071
78114,78132
483854,483873
14995,15004
350067,350081
7461,7481
291208,291225
112368,112388
444923,444932
370516,370534
448401,448417
273647,273657
129340,129353
104067,104077
7932,7946
398802,398813
5756,5770
451205,451216
379654,379663
254902,254923
455318,455344
215101,215121
385242,385253
304551,304582
315704,315720
171693,171717
311878,311902
124545,124563
246396,246408
51131,51145
430019,430043
376791,376815
176687,176700
179067,179077
442108,442119
131208,131224
1457,1468
235099,235111
478887,478904
398705,398722
452364,452380
117193,117210
413985,413999
121668,121673
386802,386828
256358,256379
465640,465659
169101,169124
358520,358546
349807,349817
268698,268702
204968,204982
335335,335353
376593,376598
323632,323641
383909,383925
81797,81804
48227,48252
147707,147725
156638,156699
12201,12218
192915,192936
105697,105758
466063,466083
277227,277236
176300,176327
186621,186630
419700,419720
146804,146838
363983,363993
442617,442623
123708,123725
345804,345824
236568,236578
90061,90070
307134,307146
329146,329162
489139,489156
478681,478703
406970,406979
478229,478252
78543,78555
94872,94886
52242,52248
162635,162641
274779,274784
433213,433230
480341,480371
151022,151044
188266,188295
439648,439662
32548,32576
419556,419577
333605,333616
355749,355757
46117,46131
123102,123114
380608,380615
437394,437404
322456,322490
370393,370409
367543,367552
384182,384209
264503,264520
111065,111091
184399,184414
41001,41039
70056,70083
12148,12176
241009,241019
117885,117894
448528,448544
183293,183307
114544,114564
189276,189284
481028,481037
21874,21881
111132,111153
208966,208992
323073,323092
102608,102628
239822,239850
50448,50452
322614,322622
193678,193691
134114,134132
57122,57138
35936,35942
209164,209176
276381,276399
291721,291740
322337,322346
161980,162017
304335,304345
412199,412215
426674,426696
75272,75283
27361,27372
139490,139508
286289,286313
310609,310627
327582,327605
484477,484500
452792,452802
235608,235647
211707,211798
124284,124296
154996,155010
364420,364438
407960,407973
44946,44955
393757,393778
94982,95018
424041,424053
492544,492557
156594,156610
480665,480677
283260,283270
239101,239110
278365,278371
146408,146423
155382,155390
435222,435232
231139,231158
426433,426456
474706,474726
349131,349144
483678,483712
8894,8912
456909,456915
374962,374972
314706,314730
479551,479565
34062,34089
146742,146752
184131,184139
64124,64140
380909,380944
287448,287457
345593,345604
185021,185043
40662,40700
472851,472863
135215,135235
174152,174172
22040,22060
341216,341234
287360,287371
168147,168167
254774,254794
241208,241216
330764,330776
146853,146873
73066,73077
23226,23247
243872,243896
87148,87166
16301,16312
240345,240357
148069,148080
476336,476349
133374,133386
386697,386729
163967,163986
255651,255693
235298,235314
396712,396735
491367,491392
264824,264844
95334,95367
245826,245847
201336,201356
362791,362805
258463,258474
249705,249721
134359,134399
103448,103454
493106,493115
107384,107395
265008,265016
84935,84953
144707,144717
274114,274126
223426,223459
256532,256554
437688,437709
27186,27206
138027,138090
240273,240287
281077,281090
113552,113570
228444,228461
102587,102596
52249,52265
126854,126864
185546,185571
365641,365642
450139,450149
435849,435864
418009,418026
5256,5269
264672,264682
193184,193212
491251,491259
125899,125929
233909,233925
242932,242951
5361,5371
493545,493561
298200,298210
301216,301223
274658,274673
152639,152658
438479,438494
17346,17380
52676,52695
489431,489451
408458,408468
164800,164802
347513,347522
178708,178719
172657,172667
143898,143917
431824,431837
274685,274706
38295,38300
112141,112163
104499,104517
140730,140760
348444,348456
347167,347186
171783,171806
432722,432739
88146,88157
11691,11714
410932,410943
354901,354936
474314,474331
365363,365383
77411,77448
85758,85775
364854,364870
261348,261357
184387,184398
479294,479319
475503,475514
492985,493003
171205,171238
365013,365041
464138,464150
285622,285635
429741,429757
440750,440756
160550,160573
159411,159426
62489,62500
199097,199107
426697,426706
170614,170625
226962,226973
310598,310608
314811,314824
295025,295053
291111,291119
470602,470619
1960,1967
422290,422310
213848,213871
246420,246429
286666,286686
424585,424603
56590,56598
333261,333281
365980,365984
392036,392058
76197,76213
439585,439607
42362,42377
408925,408944
183714,183737
412589,412600
131639,131653
300329,300345
220309,220328
13896,13906
270721,270741
71865,71887
93326,93397
267378,267383
316932,316952
8472,8489
329232,329246
39623,39638
222267,222279
358144,358156
20296,20314
421034,421043
139616,139639
33089,33097
149694,149715
26726,26753
416801,416817
403434,403445
475085,475103
202587,202614
390892,390913
133131,133150
23568,23575
163086,163096
241075,241088
362187,362196
364346,364353
339638,339657
258397,258403
74636,74659
172935,172959
718,728
231438,231491
197226,197246
398302,398324
409556,409565
69539,69558
345341,345350
307937,307950
50020,50039
203467,203481
362266,362273
66927,66953
283771,283792
355261,355281
21329,21338
86941,86959
107688,107691
483830,483843
417091,417118
42658,42689
485780,485814
420913,420941
129227,129233
226946,226961
340643,340663
302476,302491
349379,349392
50125,50141
246946,246967
366088,366117
137382,137394
437269,437301
143838,143868
464470,464487
399694,399707
388789,388812
116748,116787
65056,65069
1490,1501
258090,258109
378134,378151
476245,476290
487311,487332
277707,277716
7966,7976
246532,246550
409753,409770
298246,298295
440034,440044
348864,348923
332753,332791
13308,13321
442779,442789
169019,169031
308938,308947
260830,260859
382591,382621
210173,210193
382929,382948
102793,102807
378208,378224
57065,57093
315924,315929
478281,478309
492491,492500
62630,62663
329740,329764
362211,362231
427293,427304
49786,49802
190794,190820
20616,20639
57750,57768
233321,233339
80331,80349
172089,172112
38460,38488
480645,480664
217570,217598
302956,302980
337936,337955
285047,285058
92279,92295
296830,296850
214959,214963
283211,283221
373639,373659
245513,245533
359649,359659
20714,20724
115233,115265
485379,485394
432929,432949
376618,376630
101432,101439
308992,309013
374879,374901
183586,183598
195485,195496
68926,68944
230945,230965
406424,406441
35863,35881
431337,431348
118679,118690
196899,196910
273799,273813
113062,113074
148114,148124
263891,263911
255323,255334
184450,184474
446649,446675
106803,106809
248553,248562
121429,121446
65656,65671
44068,44085
75983,75992
96335,96357
15716,15775
30043,30059
93628,93633
346471,346495
198946,198957
171731,171753
269835,269856
131473,131495
473581,473610
101092,101104
79336,79346
102997,103003
198306,198326
422576,422586
180182,180207
426796,426812
136798,136823
220546,220566
467984,467993
119556,119575
321765,321775
67037,67086
113404,113420
457106,457113
25939,25965
192997,193017
358157,358186
91487,91496
201752,201765
102845,102865
134840,134848
64714,64733
268046,268062
25265,25287
240767,240784
273463,273502
428180,428194
340470,340488
67142,67163
196345,196356
36593,36643
77300,77305
41087,41096
437647,437664
301085,301097
21486,21520
400814,400826
134627,134672
436630,436635
299060,299070
305757,305781
143962,143977
70803,70809
106729,106791
71693,71705
35355,35369
215389,215430
283319,283341
412327,412347
352194,352204
123559,123572
26763,26776
108419,108444
53696,53718
80039,80063
359564,359591
256202,256215
437302,437334
479699,479726
33451,33461
141785,141801
192220,192231
265159,265188
220020,220027
245920,245931
212374,212406
123317,123336
226631,226646
339196,339243
446017,446030
255178,255190
4740,4763
151441,151469
80865,80876
87526,87545
214411,214429
412317,412326
24968,24983
251216,251224
16857,16890
374802,374812
42786,42801
25307,25316
289333,289375
225621,225630
244603,244619
35370,35390
382906,382928
243434,243458
491691,491708
144075,144100
294647,294659
351052,351073
7306,7319
253435,253451
387149,387170
183145,183150
25966,25986
348306,348327
141170,141180
104437,104491
458269,458283
179209,179248
47427,47445
15865,15878
433532,433559
330190,330201
427483,427503
461604,461629
372159,372191
220262,220284
353759,353777
450980,451001
419925,419937
85572,85594
260548,260579
361818,361860
103613,103622
164862,164881
354700,354720
419529,419555
152723,152734
87386,87406
471542,471554
2481,2505
207605,207627
435146,435156
332010,332038
462915,462932
448934,449031
405340,405354
353679,353699
234983,234998
39585,39622
209608,209643
420207,420213
65135,65155
27639,27659
322512,322533
26257,26266
53138,53150
210479,210501
228701,228724
64336,64347
407863,407883
488700,488717
85801,85817
404319,404331
88732,88744
30060,30067
340291,340307
458134,458149
415132,415143
428195,428220
178520,178537
9448,9454
132708,132718
461524,461533
73880,73894
19947,19959
440057,440073
169768,169779
250379,250391
162620,162634
217508,217524
426899,426915
187993,188012
191043,191048
284707,284724
120539,120566
392564,392576
232168,232187
220580,220591
309094,309118
224054,224066
472032,472045
177958,177970
172771,172784
394776,394793
427856,427871
400879,400897
56098,56113
298956,298968
214325,214339
102144,102164
233191,233263
376070,376077
468148,468170
181145,181157
99987,100014
220294,220308
125153,125174
354674,354687
334490,334521
239562,239569
483391,483404
316374,316389
118823,118829
473542,473563
242900,242914
83340,83358
314092,314100
338039,338050
141419,141446
32777,32783
55144,55161
399350,399433
21534,21554
401772,401794
306744,306777
8974,8992
319048,319092
292115,292132
150153,150174
303627,303643
186532,186556
410329,410355
217842,217851
28326,28346
217540,217553
303951,303965
225458,225474
429835,429844
278463,278487
312196,312212
67277,67285
25145,25165
35289,35315
481945,481959
53661,53695
141680,141700
487991,488001
94675,94702
10376,10382
98851,98861
235066,235077
390914,390966
441050,441063
423328,423350
180670,180686
406920,406949
455701,455737
243698,243716
24125,24145
417837,417864
469364,469390
311087,311098
423602,423614
165834,165865
60861,60882
296679,296705
174473,174500
372404,372413
374669,374678
452803,452819
425117,425133
281339,281378
62561,62575
440514,440528
383791,383811
367203,367217
108771,108787
179819,179842
423461,423500
189889,189902
239366,239391
295074,295090
359105,359117
155237,155255
183800,183816
143817,143837
25532,25548
223847,223884
55462,55474
200474,200495
277867,277879
228599,228628
289153,289163
130640,130691
420473,420489
266336,266360
451046,451066
38245,38261
49208,49224
207220,207260
266969,266982
254268,254280
454320,454330
319093,319103
273067,273079
100026,100040
273311,273327
482252,482260
415279,415299
184196,184240
228265,228302
229244,229273
492558,492567
347042,347056
238401,238418
393203,393219
175399,175415
296557,296575
20915,20933
160817,160834
56837,56858
93030,93039
85488,85511
163339,163362
157049,157059
335526,335553
253909,253929
37555,37607
331251,331271
116318,116327
377715,377727
213794,213810
329500,329512
198680,198700
129632,129635
404183,404206
231705,231718
439326,439344
100277,100290
120406,120423
242458,242467
67879,67888
58350,58369
390342,390358
114476,114482
150786,150796
52222,52231
64361,64390
114445,114475
15302,15309
183672,183692
167732,167744
446866,446876
287464,287480
79520,79530
58081,58091
122054,122082
3984,3991
285592,285621
281402,281418
144365,144392
423814,423834
123524,123550
64348,64360
196705,196716
266442,266462
179464,179501
452329,452353
228590,228598
73237,73248
153146,153159
100602,100609
487283,487310
222920,222941
40900,40909
46770,46792
53983,53996
386673,386683
264698,264708
420266,420281
387888,387905
125862,125898
270568,270582
11163,11177
184965,184971
51950,51960
136941,136954
148333,148344
422760,422781
208756,208785
249754,249764
30647,30658
465660,465688
76493,76521
292358,292376
104617,104622
332560,332606
131957,131979
454130,454142
445654,445670
132589,132605
424850,424871
272196,272208
401744,401757
211586,211619
450594,450605
285212,285236
65863,65882
486739,486755
480417,480420
2953,2966
204012,204023
479841,479848
173022,173031
422695,422709
375454,375482
115818,115853
377445,377466
101725,101740
403636,403654
294238,294248
301491,301505
384025,384045
352227,352242
188569,188593
220403,220423
10951,10967
352796,352807
47576,47589
246868,246887
92826,92843
359461,359485
172113,172123
2420,2445
99166,99176
378281,378289
303478,303487
155600,155607
364695,364723
194843,194863
212612,212632
9643,9654
253167,253181
134133,134167
331114,331168
270839,270845
188675,188685
83584,83587
19543,19576
262512,262535
433321,433350
399552,399569
136070,136079
21120,21127
420112,420125
130058,130075
105346,105381
74150,74161
321793,321809
148457,148481
358199,358216
26777,26794
403149,403161
56319,56339
367466,367471
103184,103193
75242,75264
232857,232873
121674,121682
132986,132994
399161,399169
151668,151677
359311,359321
132299,132335
232616,232627
304252,304264
195647,195657
401679,401695
415168,415180
492830,492850
269933,269953
337689,337713
239444,239462
451331,451355
283850,283865
371298,371340
48439,48469
308684,308706
314578,314597
14102,14113
461119,461137
235161,235192
52236,52241
119385,119404
34537,34552
407702,407719
70758,70769
150184,150192
295698,295709
128378,128389
325362,325386
299605,299637
201780,201787
34196,34215
417628,417646
89084,89104
355318,355333
287275,287285
265035,265051
401696,401724
297272,297293
184491,184507
317367,317399
102254,102298
163046,163062
485726,485742
136983,137011
247731,247763
7205,7226
288572,288582
244968,244990
436500,436520
369216,369246
32189,32213
13452,13476
51834,51860
377373,377379
317846,317858
354043,354049
252882,252902
375973,375990
429267,429276
190375,190419
66273,66288
406980,407005
487005,487017
73629,73647
230235,230255
30309,30347
114,138
52964,52975
349288,349293
213872,213896
284112,284121
473407,473419
119688,119700
404299,404318
440972,440988
397699,397721
212196,212220
165915,165928
